,lineID,characterID,movieID,character,text
L445069,L445069,u2495,m161,STEW,"Yeah. Oh, it's great. Of course it doesn't compare with this coliseum of yours here, but 'twill serve m'lady, 'twill serve.  The architecture has a little feeling of Missouri Gothic - and the furniture sort of leans toward Oklahoma Renaissance - with a tiny touch of Grand Rapids.
"
L445068,L445068,u2485,m161,ANNE,"Your place?
"
L445067,L445067,u2495,m161,STEW,"I don't need any new ties. I've got another tie - I've got another one besides this one. And it's a pip, too. There's only one thing wrong with it. You know what that is?  It has a little weakness for gravy, and once in a while it leans a little toward ketchup. Of course that's only in its weaker moments. When you move down to my place, I'll show it to you.
"
L445066,L445066,u2485,m161,ANNE,"You ought to get some new ties, Stewart.
"
L445065,L445065,u2495,m161,STEW,"What's the matter? Something I et, no doubt. Egg marks the spot
"
L445061,L445061,u2485,m161,ANNE,"I'm glad.
"
L445060,L445060,u2495,m161,STEW,"A little? Sure, I'll be right up.  He's all right. I like him.
"
L445050,L445050,u2495,m161,STEW,"I'm afraid she's right, Mrs. Schuyler. I'm really very sorry, Mrs. Schuyler, that you feel this way. I was in hopes that you would like me. I'm not the burglar that you think I am. After all, we're married. I think the thing to do is to kiss and make up - Mother.
"
L445049,L445049,u2485,m161,ANNE,"Now Mother, your attitude is perfectly ridiculous. It's done now. Stewart and I are married.
"
L444940,L444940,u2485,m161,ANNE,"That's because you're too far away, Stew.
"
L444939,L444939,u2495,m161,STEW,"My name is Smith - well, that you seem to have been able to stand for the last month. I'm white, male and over twenty-one. I've never been in jail - that is, not often. And I prefer Scotch to Bourbon. I hate carrots, I hate peas, I like black coffee and I hate garters. I make seventy-five bucks a week and I've got eight hundred and forty-seven bucks in the bank - and - I don't know yet whether your eyes are blue or violet.
"
L444938,L444938,u2485,m161,ANNE,"None of your ideas can be goofy, Stew, if they concern me.
"
L444937,L444937,u2495,m161,STEW,"Throw me out - because I'm beginning to get goofy ideas, and they concern you, Anne.
"
L444936,L444936,u2485,m161,ANNE,"Why should I? We're happy, aren't we, darling?
"
L444929,L444929,u2495,m161,STEW,"How-di-do.
"
L444928,L444928,u2485,m161,ANNE,"Hello, Natalie. Mr. Stewart Smith . . . Miss Montgomery, Mrs. Eames, Mrs. Radcliff, Mr. Radcliff
"
L444911,L444911,u2485,m161,ANNE,"Please go. I'll explain to Mother.
"
L444910,L444910,u2495,m161,STEW,"It's all right. It's all right, Anne. I can take a hint. A bit subtle, but I get it. It's all right.
"
L444909,L444909,u2485,m161,ANNE,"Oh, Mother!
"
L444895,L444895,u2485,m161,ANNE,"Not if you're going to lose any sleep about it.
"
L444894,L444894,u2495,m161,STEW,"Say, you could do anything with me you wanted to. Putty - just putty, that's me.  Now getting back to those eyes of yours - would you mind if I kind of got closer so I could see them?
"
L444893,L444893,u2485,m161,ANNE,"I'm just beginning to believe that something could be done with you.
"
L444890,L444890,u2485,m161,ANNE,"You don't wear garters!
"
L444889,L444889,u2495,m161,STEW,"Me? No - most ordinary guy in the world, me. Only one thing wrong with me
"
L444888,L444888,u2485,m161,ANNE,"You're a bit eccentric, aren't you?
"
L444887,L444887,u2495,m161,STEW,"Yeah, I haven't figured out the plot yet, but it's laid in a Siberian village.
"
L444886,L444886,u2485,m161,ANNE,"Really?
"
L444882,L444882,u2495,m161,STEW,"Well, you could make this table a little - uh - a little less wide.  There is something you can do for me, Miss Schuyler.
"
L444881,L444881,u2485,m161,ANNE,"won't even pretend it isn't a very great favor. I wish there was something I could do for you
"
L444880,L444880,u2495,m161,STEW,"I know but that was news. This is blackmail and I don't like blackmail.
"
L444879,L444879,u2485,m161,ANNE,"You're a peculiar person. Why the other day I pleaded with you not to send in that story and  
"
L444878,L444878,u2495,m161,STEW,"Your mother will want to kiss me? Give me back my letters.  That's the breaks I get. It's the mothers that are always grateful to me.  Here.
"
L444877,L444877,u2485,m161,ANNE,"I don't know how to thank you. Mother'll be so grateful - she'll probably want to kiss you.
"
L444875,L444875,u2485,m161,ANNE,"For the letters, of course.
"
L444874,L444874,u2495,m161,STEW,"For what?
"
L444873,L444873,u2485,m161,ANNE,"Will - uh - five thousand be enough?
"
L444869,L444869,u2495,m161,STEW,"Sure, I'll take a chance.
"
L444868,L444868,u2485,m161,ANNE,"Will you step into the library?
"
L444867,L444867,u2495,m161,STEW,"So, it's obvious, huh?
"
L444866,L444866,u2485,m161,ANNE,"Oh, I don't need another guess. It's quite obvious.
"
L444865,L444865,u2495,m161,STEW,"No - give you another guess.
"
L444864,L444864,u2485,m161,ANNE,"I suppose you're going to print them?
"
L444863,L444863,u2495,m161,STEW,"I stole them when I was interviewing Babykins about Bobo.
"
L444862,L444862,u2485,m161,ANNE,"Where did you get those letters?
"
L444860,L444860,u2485,m161,ANNE,"I'm not interested. Smythe will open the door.
"
L444859,L444859,u2495,m161,STEW,"Ah!  But you don't know who Bobo is. And you don't know who Babykins is.
"
L444858,L444858,u2485,m161,ANNE,"Just a moment. I don't see how that trash could possibly concern me.
"
L444857,L444857,u2495,m161,STEW,"Just listen to this  Adorable Babykins Does her miss her Baby? Him sends his booful li'l sweetums a billion oceans full of kisses. Bobo is so lonely!
"
L444856,L444856,u2495,m161,STEW,"Well, maybe it's a bit heavy for you. Perhaps if you'd like something lighter - something with a touch of romance
"
L444855,L444855,u2485,m161,ANNE,"I'm not interested in your literary recommendations.
"
L444854,L444854,u2495,m161,STEW,"Yeah, that was considerate of me. I recommend you read it.
"
L444853,L444853,u2485,m161,ANNE,"That's considerate of you.
"
L444852,L444852,u2495,m161,STEW,"Well, I tell you, yesterday when I was here, I had one of your books in my hand, and when I got outside, I realized I still had your book in my hand. So as long as I had your book in my hand, I thought I might as well take it home and read it. This morning, I got up and put your book in my hand, and here's your book in your hand.
"
L444851,L444851,u2485,m161,ANNE,"What do you want?
"
L444848,L444848,u2485,m161,ANNE,"You may go, Smythe.
"
L444847,L444847,u2495,m161,STEW,"That's a good idea - telephone the police. The number is Spring 3100. Get a couple of cops over and we can have a rubber of bridge.
"
L444804,L444804,u2495,m161,STEW,"You're all right.
"
L444803,L444803,u2485,m161,ANNE,"Certainly. Right over there.
"
L444802,L444802,u2495,m161,STEW,"May I use your telephone?
"
L444800,L444800,u2485,m161,ANNE,"Oh, thank you, I knew you'd understand.
"
L444799,L444799,u2495,m161,STEW,"You know something, lady, if you sold life insurance, I'd go for a policy in sixty seconds.
"
L444793,L444793,u2495,m161,STEW,"No? Why not?
"
L444792,L444792,u2485,m161,ANNE,"You're not going to print this silly thing, are you?
"
L444791,L444791,u2495,m161,STEW,"Decent? Why Miss Schuyler, I want to be noble.
"
L444790,L444790,u2485,m161,ANNE,"I'm sure you're quite willing to be decent about this.
"
L444788,L444788,u2495,m161,STEW,"I don't mind her if you don't.
"
L444787,L444787,u2485,m161,ANNE,"Don't mind Mother.
"
L445319,L445319,u2485,m161,ANNE,"Why doesn't Dexter show some decency? And you might show some too, Mother. What do you expect a man to do when he's called such names?  I'm glad you hit that reporter, Stewart. He deserved it.
"
L445290,L445290,u2485,m161,ANNE,"Mother!
"
L445287,L445287,u2485,m161,ANNE,"You don't have anything to complain about, Mother. He was all right last night, wasn't he? I told you not to worry about him.
"
L445285,L445285,u2485,m161,ANNE,"Oh, the usual thing. Blah, blah, blah attended the blah, blah reception and wore the same blah, blah things.
"
L445283,L445283,u2485,m161,ANNE,"Good morning, Mother. Didn't I tell you that he'd be marvelous. Everybody thought he was so charming last night.
"
L445039,L445039,u2485,m161,ANNE,"Mother, I promise you that he won't be a reporter much longer. Once I get him away from that atmosphere and get him away from a man named Gallagher
"
L444902,L444902,u2485,m161,ANNE,"Why
"
L444899,L444899,u2485,m161,ANNE,"Oh, hello Mother!
"
L444697,L444697,u2485,m161,ANNE,"Splendid, Mother. Let's hop over to Monte Carlo. It's a great place to save a face.
"
L444695,L444695,u2485,m161,ANNE,"You should have known better than to write, Romeo. I found that out a long time ago.
"
L445445,L445445,u2495,m161,STEW,"You've raised it up to the chin, I see.  Go on in the other room and get yourself a drink.
"
L445443,L445443,u2495,m161,STEW,"Sure, sure. That's all right. That was a great story, Bingy. A great story - wish I'd printed it.
"
L445440,L445440,u2495,m161,STEW,"Excuse me, Gallagher. I wouldn't miss this one for the world.
"
L445436,L445436,u2495,m161,STEW,"Is there a green elephant standing beside that bwana?
"
L445276,L445276,u2495,m161,STEW,"I'll bite. What's the catch?
"
L445274,L445274,u2495,m161,STEW,"Yeah - go on.
"
L445272,L445272,u2495,m161,STEW,"Yeah?
"
L445269,L445269,u2495,m161,STEW,"Now get this mug. You've got the kind of chin I just love to touch. And if you don't get out of here, I'm going to hang one right on it.
"
L445267,L445267,u2495,m161,STEW,"Is that so? Well, have you seen enough - or would you like a photograph?
"
L445265,L445265,u2495,m161,STEW,"How's that?
"
L445263,L445263,u2495,m161,STEW,"Would you like to have me turn around for you, Bingy?
"
L445261,L445261,u2495,m161,STEW,"What do you want?
"
L444719,L444719,u2495,m161,STEW,"Impossible. Put it on again.
"
L444717,L444717,u2495,m161,STEW,"I'm afraid.
"
L444715,L444715,u2495,m161,STEW,"Couldn't make the last edition. It'd take me four hours to translate your story into English.
"
L445022,L445022,u2495,m161,STEW,"No!
"
L445020,L445020,u2495,m161,STEW,"I'm not quitting!
"
L445017,L445017,u2495,m161,STEW,"Sure.
"
L445015,L445015,u2495,m161,STEW,"Siberian bloodhound?  No. That's been all rewritten. It's laid in Araby now.
"
L445013,L445013,u2495,m161,STEW,"My play.
"
L445011,L445011,u2495,m161,STEW,"Yeah, live on my salary - that is, until I finish writing my play.
"
L445009,L445009,u2495,m161,STEW,"Aw, you've been reading a lot of cheap tabloids. Anne and myself are going to move downtown in a nice little flat, we're gonna forget all about this social stuff, and we're gonna be known as Mr. and Mrs. Stew Smith. How do you like that?
"
L445007,L445007,u2495,m161,STEW,"A what?
"
L444999,L444999,u2495,m161,STEW,"That's so.
"
L444997,L444997,u2495,m161,STEW,"Now get this, Conroy. My name is Smith. Always was Smith - and always gonna be Smith.
"
L444994,L444994,u2495,m161,STEW,"Quitting? I'm not thinking about quitting.
"
L444989,L444989,u2495,m161,STEW,"Gallagher and myself just came over here to do a little work on a story -
"
L444958,L444958,u2495,m161,STEW,"Yes, sir.
"
L444956,L444956,u2495,m161,STEW,"Well, you see, I've acquired one of those new mother-in-laws, and we were afraid she wouldn't understand the whole idea. So we were going to wait till she went to Europe.
"
L444954,L444954,u2495,m161,STEW,"No, no - it's true, all right, only we didn't want to get it in print yet, that's all.
"
L444951,L444951,u2495,m161,STEW,"Not on my own beat, no.
"
L444949,L444949,u2495,m161,STEW,"It has been alleged - yes
"
L444947,L444947,u2495,m161,STEW,"Now listen boss, if you're going to kick about that expense account
"
L444688,L444688,u2495,m161,STEW,"I know those bluenoses. Their ancestors refused to come over on the Mayflower because they didn't want to rub elbows with the tourists. So they swam over.
"
L444686,L444686,u2495,m161,STEW,"All right. Give me a voucher for expenses.
"
L444684,L444684,u2495,m161,STEW,"Get going where? I can write that yarn without stepping out of the office.
"
L444682,L444682,u2495,m161,STEW,"Well - it's only April.
"
L444680,L444680,u2495,m161,STEW,"The human cash register. Got her hooks into the Schuyler kid, eh?
"
L444678,L444678,u2495,m161,STEW,"Gloria Golden?
"
L444675,L444675,u2495,m161,STEW,"It isn't a question of knowing what to do, it's knowing how to get in one that counts.
"
L444673,L444673,u2495,m161,STEW,"With me you can always do business.
"
L444670,L444670,u2495,m161,STEW,"You're always picking on me. It took me three hours to get those little gadgets in those holes, and you screw it up in a minute. Hey, look!
"
L444668,L444668,u2495,m161,STEW,"Yeah.
"
L444666,L444666,u2495,m161,STEW,"Look, I quit!
"
L445131,L445131,u2495,m161,STEW,"A bird! A bird in a gilded cage! Get that thing out of here!
"
L445129,L445129,u2495,m161,STEW,"That's a canary! Who brought that in here? Canary, huh? Go on, get that out of here. Get that out of here!
"
L445125,L445125,u2495,m161,STEW,"There you are. You caught on. You see, you're nice and you're smart too. You caught on right away. Outside! Go on! Outside! And don't come back!
"
L445123,L445123,u2495,m161,STEW,"Outside!
"
L445121,L445121,u2495,m161,STEW,"All right, outside!
"
L445117,L445117,u2495,m161,STEW,"Now I'm sorry. I appreciate your efforts. But I don't need anybody to help me button my pants - I've been buttoning my pants for thirty years all right, and I can button 'em with one hand as a matter of fact.
"
L445115,L445115,u2495,m161,STEW,"Are you trying to tell me that I need someone to help me put on my pants and button them up?
"
L445113,L445113,u2495,m161,STEW,"But not for me!  Though I like you well enough. You're a nice fellow. You're all right. But I'm sorry I don't need any valleys today.
"
L445111,L445111,u2495,m161,STEW,"Say, you are nice. You're all right. You'd make a good wife.
"
L445108,L445108,u2495,m161,STEW,"What are you doing fooling around in here?
"
L445106,L445106,u2495,m161,STEW,"Did you take anything out of those pants?
"
L445103,L445103,u2495,m161,STEW,"Yes. I must have been pretty much plastered if I hired a valet.
"
L445101,L445101,u2495,m161,STEW,"Dawson, huh? Was I very drunk last night?
"
L445099,L445099,u2495,m161,STEW,"Thank you, thank you, thank you! I'll do that for you some time. That's very sweet. Say listen, what did you say your name was?
"
L445097,L445097,u2495,m161,STEW,"You're my what?
"
L445095,L445095,u2495,m161,STEW,"Who are you?
"
L445094,L445094,u2495,m161,STEW,"I like my bath all right. How do you like your bath?
"
L445585,L445585,u2495,m161,STEW,"There's nothing sudden about that  He's always loved the girl, but he was such a sap he didn't have sense enough to tell her. Well, that's all right - we can fix that. He will go to the little O'Brien girl, and - here, I'll show you.
"
L445583,L445583,u2495,m161,STEW,"Gallagher, what are you going to do - tell me how to write a play?
"
L445581,L445581,u2495,m161,STEW,"The little O'Brien girl, of course - the one you suggested in the story.
"
L445577,L445577,u2495,m161,STEW,"It's a swell idea, Gallagher. How's this?  The wife's family lawyer comes to see the kid, see - to talk over the divorce. Then this guy insults the poor but honest boy by offering him alimony - so the kid gets sore, socks the lawyer in the nose and throws him out. How's that for the beginning of the third act, huh?
"
L445575,L445575,u2495,m161,STEW,"Gallagher, that guy just dropped by to give us a great opening for the third act.
"
L445573,L445573,u2495,m161,STEW,"Grayson - Anne's lawyer.
"
L445546,L445546,u2495,m161,STEW,"Don't be sorry. Just get the breakfast, that's all.
"
L445544,L445544,u2495,m161,STEW,"Never mind that. If you can't get my breakfast ready - and can't get here on time in the morning - then you can go get yourself another job.
"
L445542,L445542,u2495,m161,STEW,"How about my breakfast? How do you expect me to ring a curtain down on an empty stomach?
"
L445540,L445540,u2495,m161,STEW,"Hey, Gallagher!
"
L445536,L445536,u2495,m161,STEW,"Huh?  Oh, I'm not worrying about her - I'm worrying about that second act curtain, that's all.
"
L445493,L445493,u2495,m161,STEW,"Now, we've got it right up to where the boy's wearing his white spats and going to teas and the frau enters - how's that?
"
L445491,L445491,u2495,m161,STEW,"Now Gallagher, if we could only get a great scene - a tremendously emotional scene - something that would just wring the hearts out of the public - to bring the curtain down in the second act - that would be okay. Couldn't dig one out of your hat some place, could you?
"
L445477,L445477,u2495,m161,STEW,"All right, thanks. Now, let's see. How will I start? Hey pal, how would you start?
"
L445475,L445475,u2495,m161,STEW,"You could be something.  I've got an idea, Gallagher. Let's get this set. That's a great idea for a play. Pal, get me a cigarette, will you?
"
L445473,L445473,u2495,m161,STEW,"And there's her mother - and what a character that old dame would make with her double-strength - and that lawyer friend of theirs - he'd make a great villain - and there's you!
"
L445471,L445471,u2495,m161,STEW,"Gee, that's an idea, Gallagher. That's an idea there. I wonder now...
"
L445469,L445469,u2495,m161,STEW,"Right.
"
L445467,L445467,u2495,m161,STEW,"Right.
"
L445463,L445463,u2495,m161,STEW,"What do you know about Conrad?
"
L445461,L445461,u2495,m161,STEW,"Did who?
"
L445459,L445459,u2495,m161,STEW,"Oh - draw on my imagination, I suppose.
"
L445457,L445457,u2495,m161,STEW,"Never even been to New Madrid.
"
L445455,L445455,u2495,m161,STEW,"Been where?
"
L445453,L445453,u2495,m161,STEW,"Haven't I covered some territory? It feels like I've been on a Cook's Tour[18] some place.
"
L445450,L445450,u2495,m161,STEW,"Well, I've just been able to get off that Norway coast - so far.
"
L445446,L445446,u2495,m161,STEW,"You know what I should do with you? I should sock you right in that funny little nose.
"
L445434,L445434,u2495,m161,STEW,"Smythe! Give them one drink and throw 'em out!
"
L445432,L445432,u2495,m161,STEW,"I see. Hank brought them all. That's all right. We'll give them a drink and throw 'em out. How's that?
"
L445408,L445408,u2495,m161,STEW,"Hello, Hank. How are you?
"
L445406,L445406,u2495,m161,STEW,"Well, Gallagher! Glad to see you.
"
L445247,L445247,u2495,m161,STEW,"No, no. Strange, I've never seen Anne act that way before.  It's funny I never thought to tell her you were a girl, isn't it?
"
L445245,L445245,u2495,m161,STEW,"I'm sorry, Gallagher - really, I am sorry.
"
L445234,L445234,u2495,m161,STEW,"Right!
"
L445217,L445217,u2495,m161,STEW,"Must be my wife.
"
L445215,L445215,u2495,m161,STEW,"Staring at us?
"
L445213,L445213,u2495,m161,STEW,"Oh, you dyed one and washed the other. Well! You certainly look good.
"
L445211,L445211,u2495,m161,STEW,"What did you do to that hair? And where did you get that dress?
"
L445209,L445209,u2495,m161,STEW,"Gee Gallagher, do you look good! What are you doing to yourself?
"
L445207,L445207,u2495,m161,STEW,"No, no! Maybe we could interest you in some well done butterflies, or perhaps some slightly fried pansies, or better still, some stuffed shirts. And guaranteed every one of them will give you a good stiff pain in the neck.
"
L445205,L445205,u2495,m161,STEW,"Aw, you wanted to see some life in the raw, huh? Well gal, I'm afraid we ain't got no raw life up here.
"
L445203,L445203,u2495,m161,STEW,"Well, daughter of the slums - how did you get out of the ghetto?
"
L445201,L445201,u2495,m161,STEW,"Well, well! If it isn't my old friend! Turn around, gal! Let's get a look at you.
"
L445030,L445030,u2495,m161,STEW,"Her family? Oh, they'll be all right. I'll bring them around.  Gilded cage?!  Besides, I'm not marrying her family. Stew Smith in a gilded cage! Stew Smith? Ha!  That mug. What does he know?
"
L445028,L445028,u2495,m161,STEW,"I knew you would, pal.  A bird in a gilded cage, eh?
"
L445026,L445026,u2495,m161,STEW,"Pay attention? I'm not paying any attention to him. You think that guy could get me upset? Hah! Not that mug. He's a tough mug - hard, cynical. He doesn't know the fine things in life - that guy.  A bird in a gilded cage, huh? It's getting so a guy can't step out without being called a magnolia. Stew Smith, a magnolia! Not me. Say, I'm not going to hang around and be a speakeasy rat all my life! I'll tell you that. Not me, not me. I'm going to step out and mean something in this world. You watch me.  Say, am I a lucky guy to be near Anne Schuyler?  I've been hit with a carload of horseshoes, and believe me I know it. Lucky, I'll say I'm lucky!  Don't you think I'm lucky, Gallagher?
"
L444985,L444985,u2495,m161,STEW,"Cut that out. Just because I'm married - there's no reason for that.
"
L444983,L444983,u2495,m161,STEW,"Say, what kind of a pal are you? You're not going to leave me flat?
"
L444981,L444981,u2495,m161,STEW,"Well, if she doesn't want to come, I'll come down alone.
"
L444979,L444979,u2495,m161,STEW,"Now get this, Gallagher - Smith. That's the name.
"
L444977,L444977,u2495,m161,STEW,"Who - Anne? Sure, Anne would love that.
"
L444975,L444975,u2495,m161,STEW,"Remember the time we had a spaghetti party, and while I was serving the spaghetti I dropped it on the floor, and while those mugs weren't looking, I picked it up and served it to them anyway! Remember that? Yes, Anne would love that.
"
L444973,L444973,u2495,m161,STEW,"Ah! Thank you, Joe.  Tell you what - we'll have one of those parties down at your house - one of those spaghetti parties, you know. Gee, we haven't had one of those in a long time, have we Gallagher?
"
L444971,L444971,u2495,m161,STEW,"Joe! A little snifter.  Say, wasn't I a lucky guy to fall into a girl like that, huh?  Look at that! I don't know how I rate that, Gallagher. Gosh, there's a swell girl. I want you to meet her.
"
L444969,L444969,u2495,m161,STEW,"Oh sure, we'll be happy. What's the matter with your eyes?
"
L444967,L444967,u2495,m161,STEW,"Thanks, thanks.
"
L444965,L444965,u2495,m161,STEW,"Sure, you ran away. Aren't you going to congratulate a guy?
"
L444963,L444963,u2495,m161,STEW,"Well, well, well! Gallagher, old pal! There you are. What did you run away for?
"
L444834,L444834,u2495,m161,STEW,"Well, you're my pal, aren't you? Then don't turn female on me.
"
L444832,L444832,u2495,m161,STEW,"There you go, talking like a woman!
"
L444830,L444830,u2495,m161,STEW,"Gallagher! She's the real McCoy!
"
L444828,L444828,u2495,m161,STEW,"Sure, sure. You've got a nose, Gallagher. You've got a nose. But there's different women, Gallagher. You know, like brewery horses and thoroughbreds.
"
L444826,L444826,u2495,m161,STEW,"Oh, you don't appreciate it. Her pictures don't do her justice. Why, Gallagher, she's queenly - she is queenly - and I know queens!  And oh, has she got herself a nose - and I know noses too. That little snozzle of hers is the berries, I tell you. And is she cute when she throws that little snozzle to the high heavens!
"
L444824,L444824,u2495,m161,STEW,"and those and them.
"
L444822,L444822,u2495,m161,STEW,"And with it came love! Oh Gallagher, you've got to meet her. She's it
"
L444820,L444820,u2495,m161,STEW,"Sure, the story is cold, but I'm not. I'm sizzling - look! Psst!
"
L444818,L444818,u2495,m161,STEW,"Sure, I must drop in on the mad wench. Her wounds need soothing.
"
L444816,L444816,u2495,m161,STEW,"I hope not . . . I've got to call on her this morning!
"
L444660,L444660,u2495,m161,STEW,"There's the third one. If I don't get the last one, there's a certain sob sister I know that's going to get a kick right in the . . . oh! Whoops, almost had that.
"
L444658,L444658,u2495,m161,STEW,"Come on, come on. Here they come, Gallagher! Here they come!
"
L445571,L445571,u2495,m161,STEW,"And now for that twentieth crack
"
L445569,L445569,u2495,m161,STEW,"Don't think. Let me do all the thinking. Now you go back to that Schuyler outfit and tell them that I didn't marry that dame for her dough and I don't want any of her dough now. I was too poor to buy her a wedding present when we got married, so I'm giving her a divorce for a wedding present. Now, stand up!
"
L445567,L445567,u2495,m161,STEW,"Unconscious. You know, when you don't know anything. Your natural state. There are some people - you can't buy their self-respect for a bucket of shekels - well, I happen to be one of those guys.
"
L445565,L445565,u2495,m161,STEW,"Remember what I told you about that twentieth crack? All right, you've just made it. Before you go unconscious I want you to get this through your nut.
"
L445563,L445563,u2495,m161,STEW,"Wait a minute. Do I get from you that she wants to pay me alimony?
"
L445560,L445560,u2495,m161,STEW,"Listen Grayson, I've got 106 bucks and 75 cents in the bank. Now Anne can have any part of that she wants, but she'd better hurry because I'm spending it awfully fast.
"
L445558,L445558,u2495,m161,STEW,"She did?
"
L445556,L445556,u2495,m161,STEW,"You don't.
"
L445554,L445554,u2495,m161,STEW,"Surely, sit down. If I had known you were coming, I would have thrown you up a waffle.
"
L445552,L445552,u2495,m161,STEW,"Surely, come right in.
"
L445550,L445550,u2495,m161,STEW,"No, I have no idea - unless some of the silver-ware is missing.
"
L445548,L445548,u2495,m161,STEW,"Holy jumping swordfish!
"
L445310,L445310,u2495,m161,STEW,"Certainly! I'll take care of this guy Bingy myself, personally.  Now what are you crying about?
"
L445308,L445308,u2495,m161,STEW,"Why deny it? The more you deny, the more they print. Let them alone! The thing to do is to sit still and keep our traps shut.
"
L445306,L445306,u2495,m161,STEW,"You quit trying to stop anybody
"
L444785,L444785,u2495,m161,STEW,"Go?! Wait a minute - that's a great story! Newspaper reporter was forcibly ejected from Schuyler Mansion, and
"
L444779,L444779,u2495,m161,STEW,"Who, Bingy? Yeah, Bingy would. He never saw fifty dollars before. You could have bought him for six bits. Funny thing about Bingy. The more he gets - the more he prints. He looks stupid, doesn't he? But oh how smart he gets when he bends over a typewriter.
"
L444775,L444775,u2495,m161,STEW,"Good.
"
L444773,L444773,u2495,m161,STEW,"A statement? Good.
"
L444771,L444771,u2495,m161,STEW,"Well, well. That takes it out of the rumor class, doesn't it?
"
L444768,L444768,u2495,m161,STEW,"Oh I see, but Gloria doesn't seem to be satisfied with the twenty thousand dollars.
"
L444766,L444766,u2495,m161,STEW,"Rumors? Rumors? Since when is a breach-of-promise case a rumor?
"
L444764,L444764,u2495,m161,STEW,"Nice set of Conrads you have out there, Mrs. Schuyler. I was just glancing through this one.  What's Michael tearing the paper about?
"
L445428,L445428,u2495,m161,STEW,"Now Hank, are you sure they're coming?  It will be lonesome without them.  Smythe, take this crowd in there and give them a drink. And find out what the boys in the back room want!
"
L445426,L445426,u2495,m161,STEW,"I'm sorry nobody could come.
"
L445416,L445416,u2495,m161,STEW,"Hello, Joe.
"
L445414,L445414,u2495,m161,STEW,"It's all right. Bring him in.
"
L445412,L445412,u2495,m161,STEW,"Sure.
"
L445410,L445410,u2495,m161,STEW,"Come right in - I'll get you a drink.
"
L445522,L445522,u2495,m161,STEW,"Sure I'm insane, but I've got some good news for you.  This magnolia is leaving your sweet smelling vanilla joint. This bird in a cage is gonna button his own pants from now on. And that is what is known as telling the mother- in-law.
"
L445520,L445520,u2495,m161,STEW,"Joan of Arc! What's it to you?
"
L445317,L445317,u2495,m161,STEW,"That's the fourteenth crack you've made to me. I'm keeping count. When you get to twenty, I'm gonna sock you right on the nose. As a matter of fact, I ought to sock you right now.
"
L445314,L445314,u2495,m161,STEW,"Yes, I'm sorry, I struck him right here in your house. And I'll strike anybody in anybody's house that calls me a Cinderella Man.
"
L445303,L445303,u2495,m161,STEW,"He's a worm - and I'm gonna step on him!
"
L445301,L445301,u2495,m161,STEW,"Yes - the worm!
"
L445299,L445299,u2495,m161,STEW,"Good morning, everybody  Well, maybe it isn't a good morning, huh?  Anne, did you ever get the feeling that there was someone else in the room with you?
"
L445052,L445052,u2495,m161,STEW,"All right, Grandma
"
L445047,L445047,u2495,m161,STEW,"Oh, my marriage to Anne. Now Mrs. Schuyler, we don't want you to go to any trouble about that. We just want the usual blessings, that's all.
"
L445045,L445045,u2495,m161,STEW,"Nobody seems to want to do anything  Why not ask me? Perhaps I can offer a suggestion. Do what about what?
"
L444907,L444907,u2495,m161,STEW,"With pleasure, Madame!
"
L444903,L444903,u2495,m161,STEW,"As a matter of fact, I was just trying to decide the color of Anne's eyes. I can't tell whether they're blue, or whether they're violet. What would you say, Mrs. Schuyler?
"
L444770,L444770,u2495,m161,STEW,"Oh, so you did give her ten thousand dollars, eh? and there are letters...
"
L445430,L445430,u2495,m161,STEW,"Well, Gallagher, you certainly took no chances, did you?
"
L445404,L445404,u2495,m161,STEW,"Smythe, I'll get this. I'm expecting some friends.
"
L445397,L445397,u2495,m161,STEW,"That's all I wanted to know!
"
L445395,L445395,u2495,m161,STEW,"A bird in a gilded cage?
"
L445393,L445393,u2495,m161,STEW,"Well, if I couldn't be a good putterer, I wouldn't want to putter. But why? What makes you think I couldn't be a good putterer?
"
L445391,L445391,u2495,m161,STEW,"How about me?  Do you think if I concentrated and put my whole soul into it, that some day I might be a putterer?
"
L445389,L445389,u2495,m161,STEW,"Oh my, wouldn't that be tragic? To know that you could never be a putterer.
"
L445387,L445387,u2495,m161,STEW,"Oh my. You mean, some people are born and never will become putterers?
"
L445385,L445385,u2495,m161,STEW,"No! Well, well, well! That's all right, if you like it. Can anybody do that?
"
L445382,L445382,u2495,m161,STEW,"Well, isn't that nice? You just go right ahead and putter with your hands. That's all right. How do you do it?
"
L445380,L445380,u2495,m161,STEW,"Hmmm, you just putter. Do you have to have a putter to putter?
"
L445378,L445378,u2495,m161,STEW,"Smythe! I mean - when you're alone and want to amuse yourself, then what?
"
L445376,L445376,u2495,m161,STEW,"Smythe, what do you do with yourself - I mean, when you're not carrying those double-strength - what do you do with yourself?
"
L445374,L445374,u2495,m161,STEW,"It's haunted just the same.
"
L445372,L445372,u2495,m161,STEW,"Found no skeletons?
"
L445370,L445370,u2495,m161,STEW,"Yes. Have you looked in the closets all over . . .?
"
L445368,L445368,u2495,m161,STEW,"No, that's enough. I just wanted you to get the idea. Now you know. This house is haunted.
"
L445366,L445366,u2495,m161,STEW,"Yeah.
"
L445364,L445364,u2495,m161,STEW,"You try it.
"
L445362,L445362,u2495,m161,STEW,"Shhh! Do you hear something?
"
